inpro,incity,outpro,outcity,cargo
上海,金山区,海南,东方市,0.082692901
台湾,台湾,海南,三沙市,0.989936219
四川,乐山市,海南,万宁市,0.93986728
四川,泸州市,海南,昌江县,0.415042327
广西,南宁市,海南,万宁市,0.800363269
江苏,连云港市,海南,海口市,0.633397428
四川,宜宾市,海南,海口市,0.577761124
河北,邢台市,海南,昌江县,0.989668718
浙江,金华市,海南,三亚市,0.058415355
甘肃,武威市,海南,陵水县,0.074278687
福建,南平市,海南,澄迈县,0.157289777
辽宁,锦州市,海南,保亭县,0.161514586
重庆,万州区,海南,海口市,0.539624452
内蒙古,乌兰察布市,海南,屯昌县,0.653676078
吉林,四平市,海南,海口市,0.68322653
广西,河池市,海南,儋州市,0.116852529
新疆,巴音郭楞州,海南,海口市,0.702608172
浙江,嘉兴市,海南,琼海市,0.418545677
重庆,石柱县,海南,万宁市,0.053069178
内蒙古,赤峰市,海南,白沙县,0.213674754
天津,河东区,海南,万宁市,0.620603235
河南,周口市,海南,万宁市,0.436030287
云南,怒江州,海南,定安县,0.381950762
天津,东丽区,海南,琼中县,0.221308528
天津,南开区,海南,三沙市,0.724972268
海南,琼中县,海南,三沙市,0.90340387
湖北,武汉市,海南,文昌市,0.371755566
甘肃,金昌市,海南,三亚市,0.909506525
重庆,武隆区,海南,乐东县,0.342349659
重庆,石柱县,海南,保亭县,0.584159486
上海,嘉定区,海南,临高县,0.917039829
江苏,连云港市,海南,澄迈县,0.605785982
贵州,毕节市,海南,琼中县,0.930420079
青海,玉树州,海南,海口市,0.254808832
北京,大兴区,海南,澄迈县,0.309811737
四川,内江市,海南,白沙县,0.781405232
四川,遂宁市,海南,东方市,0.446869159
安徽,蚌埠市,海南,昌江县,0.999579632
江西,赣州市,海南,儋州市,0.925964573
港澳,香港特别行政区,海南,文昌市,0.183361012
湖北,潜江市,海南,五指山市,0.246126429
重庆,合川区,海南,昌江县,0.387193648
重庆,长寿区,海南,陵水县,0.185211785
四川,资阳市,海南,万宁市,0.663717309
四川,达州市,海南,琼中县,0.710516748
安徽,淮北市,海南,东方市,0.423970493
山西,长治市,海南,琼海市,0.75184302
贵州,贵阳市,海南,琼中县,0.978025505
内蒙古,包头市,海南,陵水县,0.193828866
吉林,白山市,海南,屯昌县,0.53816303
广东,湛江市,海南,万宁市,0.929040376
广西,梧州市,海南,琼中县,0.225304516
湖北,神农架林区,海南,琼海市,0.002580854
西藏,林芝市,海南,白沙县,0.686119971
贵州,毕节市,海南,万宁市,0.878880769
重庆,北部新区,海南,定安县,0.690558385
湖南,永州市,海南,屯昌县,0.257755182
湖南,长沙市,海南,定安县,0.171321323
青海,玉树州,海南,澄迈县,0.578551711
四川,泸州市,海南,三沙市,0.886690501
山西,临汾市,海南,五指山市,0.168153192
广东,佛山市,海南,三沙市,0.765275723
广西,钦州市,海南,儋州市,0.545211684
江西,宜春市,海南,乐东县,0.456164192
海南,屯昌县,海南,定安县,0.664594309
重庆,长寿区,海南,三亚市,0.752707568
四川,遂宁市,海南,昌江县,0.090281731
山西,长治市,海南,临高县,0.841459501
湖南,长沙市,海南,昌江县,0.533980184
内蒙古,巴彦淖尔市,海南,儋州市,0.948779084
北京,门头沟,海南,万宁市,0.297803351
北京,顺义区,海南,儋州市,0.610744603
安徽,铜陵市,海南,昌江县,0.253537721
山东,菏泽市,海南,乐东县,0.986431665
广东,肇庆市,海南,琼海市,0.975957226
湖北,孝感市,海南,屯昌县,0.358111091
福建,厦门市,海南,陵水县,0.397681734
江苏,连云港市,海南,东方市,0.475083766
黑龙江,大兴安岭地区,海南,屯昌县,0.337514806
内蒙古,乌兰察布市,海南,文昌市,0.158132887
吉林,白山市,海南,乐东县,0.939375767
广西,防城港市,海南,三沙市,0.092239422
新疆,克拉玛依市,海南,万宁市,0.842525682
天津,武清区,海南,陵水县,0.535457023
安徽,宣城市,海南,琼海市,0.047328989
安徽,黄山市,海南,琼海市,0.036417251
湖北,天门市,海南,陵水县,0.053204282
甘肃,白银市,海南,五指山市,0.590041816
北京,西城区,海南,三沙市,0.635250431
北京,门头沟,海南,澄迈县,0.540074307
新疆,乌鲁木齐市,海南,三亚市,0.135374628
江西,萍乡市,海南,临高县,0.74973838
海南,海口市,海南,乐东县,0.726627903
湖北,荆门市,海南,三沙市,0.677851309
湖北,黄冈市,海南,海口市,0.559353192
湖南,益阳市,海南,万宁市,0.873294947
重庆,奉节县,海南,三沙市,0.274138473
北京,崇文区,海南,定安县,0.25290579
吉林,辽源市,海南,五指山市,0.786791601
安徽,阜阳市,海南,澄迈县,0.752996385
山西,长治市,海南,琼中县,0.512673648
广东,佛山市,海南,三亚市,0.943273582
新疆,石河子市,海南,定安县,0.207702571
海南,定安县,海南,海口市,0.467808394
陕西,延安市,海南,昌江县,0.863056397
青海,海西州,海南,保亭县,0.9993622
天津,河西区,海南,屯昌县,0.235373219
广西,防城港市,海南,东方市,0.770346615
河南,新乡市,海南,海口市,0.634689795
河南,鹤壁市,海南,万宁市,0.355367123
海南,定安县,海南,保亭县,0.682959729
福建,漳州市,海南,儋州市,0.457829052
辽宁,本溪市,海南,昌江县,0.908790147
云南,昭通市,海南,陵水县,0.725053449
吉林,白城市,海南,东方市,0.111155375
海南,临高县,海南,白沙县,0.410063733
福建,泉州市,海南,三亚市,0.306494634
黑龙江,伊春市,海南,文昌市,0.103613624
四川,成都市,海南,东方市,0.691004275
天津,和平区,海南,五指山市,0.600732763
重庆,璧山区,海南,五指山市,0.888187939
重庆,石柱县,海南,海口市,0.294554893
山西,吕梁市,海南,东方市,0.588370716
浙江,嘉兴市,海南,儋州市,0.19852699
甘肃,酒泉市,海南,三沙市,0.01034284
陕西,汉中市,海南,三沙市,0.155394462
上海,徐汇区,海南,澄迈县,0.768083536
四川,资阳市,海南,东方市,0.406745883
天津,津南区,海南,儋州市,0.474799747
山西,太原市,海南,三沙市,0.974846121
河南,鹤壁市,海南,儋州市,0.944517079
海南,万宁市,海南,澄迈县,0.453266152
海南,乐东县,海南,海口市,0.245569142
湖北,潜江市,海南,白沙县,0.53506674
甘肃,天水市,海南,白沙县,0.346817496
重庆,忠县,海南,保亭县,0.742292594
四川,自贡市,海南,文昌市,0.41147321
山西,运城市,海南,保亭县,0.700523819
广西,来宾市,海南,昌江县,0.574605539
河北,保定市,海南,昌江县,0.088578299
湖北,鄂州市,海南,白沙县,0.138184874
重庆,石柱县,海南,儋州市,0.454115157
江西,鹰潭市,海南,澄迈县,0.117519072
河南,济源市,海南,乐东县,0.266640768
内蒙古,乌海市,海南,乐东县,0.435246832
四川,成都市,海南,儋州市,0.073465223
安徽,宣城市,海南,五指山市,0.441414558
安徽,淮南市,海南,儋州市,0.848788396
山西,晋城市,海南,三亚市,0.237919145
广西,贵港市,海南,海口市,0.176586259
新疆,石河子市,海南,屯昌县,0.252204416
福建,龙岩市,海南,陵水县,0.977811561
四川,广安市,海南,屯昌县,0.760922866
山东,威海市,海南,乐东县,0.583512637
广东,汕尾市,海南,乐东县,0.43597314
甘肃,金昌市,海南,东方市,0.687634669
黑龙江,绥化市,海南,白沙县,0.811218914
四川,遂宁市,海南,海口市,0.898291317
新疆,巴音郭楞州,海南,乐东县,0.124611826
浙江,杭州市,海南,乐东县,0.284191301
辽宁,盘锦市,海南,三亚市,0.122325033
北京,延庆区,海南,海口市,0.025019429
北京,房山区,海南,万宁市,0.964062736
上海,静安区,海南,白沙县,0.459391262
云南,昆明市,海南,万宁市,0.15639637
云南,昭通市,海南,三亚市,0.973111533
江苏,常州市,海南,琼中县,0.957654526
重庆,奉节县,海南,三亚市,0.113520812
重庆,高新区,海南,三亚市,0.019589207
青海,海西州,海南,保亭县,0.832837446
山西,临汾市,海南,三沙市,0.355513991
河南,洛阳市,海南,屯昌县,0.569618484
浙江,宁波市,海南,保亭县,0.448542745
甘肃,天水市,海南,澄迈县,0.725841763
内蒙古,通辽市,海南,东方市,0.251341362
安徽,宣城市,海南,白沙县,0.443221559
湖南,株洲市,海南,澄迈县,0.179565559
贵州,黔西南州,海南,陵水县,0.716997626
北京,西城区,河北,沧州市,0.559570599
天津,南开区,河北,秦皇岛市,0.505249905
山东,临沂市,河北,唐山市,0.651697974
河北,邯郸市,河北,石家庄市,0.16371923
云南,临沧市,河北,沧州市,0.42778091
河北,衡水市,河北,唐山市,0.210956276
湖北,潜江市,河北,承德市,0.277222195
云南,临沧市,河北,石家庄市,0.611311884
内蒙古,赤峰市,河北,衡水市,0.66204723
北京,海淀区,河北,沧州市,0.514428054
广西,柳州市,河北,廊坊市,0.453592064
海南,陵水县,河北,石家庄市,0.510349678
辽宁,盘锦市,河北,唐山市,0.257363438
陕西,延安市,河北,秦皇岛市,0.027962688
内蒙古,赤峰市,河北,承德市,0.126855144
山西,运城市,河北,秦皇岛市,0.243670744
新疆,乌鲁木齐市,河北,张家口市,0.921811412
江苏,无锡市,河北,唐山市,0.870919645
江西,南昌市,河北,保定市,0.426782085
青海,海北州,河北,张家口市,0.226467338
黑龙江,绥化市,河北,邯郸市,0.784939931
安徽,蚌埠市,河北,唐山市,0.94751648
山西,晋城市,河北,唐山市,0.276106067
广东,河源市,河北,唐山市,0.332536754
新疆,吐鲁番地区,河北,张家口市,0.131173353
浙江,舟山市,河北,邯郸市,0.242884154
重庆,武隆区,河北,保定市,0.063815745
青海,玉树州,河北,承德市,0.901250108
云南,文山州,河北,邯郸市,0.751422209
广东,河源市,河北,秦皇岛市,0.213873617
新疆,乌鲁木齐市,河北,廊坊市,0.912546271
江苏,淮安市,河北,保定市,0.040460176
河北,衡水市,河北,沧州市,0.335837001
河南,驻马店市,河北,沧州市,0.73285055
重庆,大足区,河北,张家口市,0.946411684
重庆,彭水县,河北,承德市,0.04965669
新疆,克拉玛依市,河北,承德市,0.854881137
河南,平顶山市,河北,保定市,0.217121957
甘肃,天水市,河北,唐山市,0.649349519
陕西,咸阳市,河北,沧州市,0.643807553
北京,朝阳区,河北,衡水市,0.735897495
山西,晋城市,河北,承德市,0.30013881
山东,枣庄市,河北,沧州市,0.788046916
新疆,巴音郭楞州,河北,石家庄市,0.165527753
山东,烟台市,河北,承德市,0.865619544
山西,晋城市,河北,廊坊市,0.180530634
江西,上饶市,河北,廊坊市,0.595142406
浙江,杭州市,河北,邯郸市,0.645500612
安徽,芜湖市,河北,保定市,0.416248219
山东,潍坊市,河北,承德市,0.776643525
江苏,镇江市,河北,保定市,0.885227568
浙江,台州市,河北,邯郸市,0.953816553
重庆,云阳县,河北,承德市,0.401844284
上海,崇明区,河北,承德市,0.367119313
广西,钦州市,河北,秦皇岛市,0.554467005
湖南,益阳市,河北,保定市,0.818800268
上海,虹口区,河北,沧州市,0.558735277
北京,海淀区,河北,邯郸市,0.32650767
安徽,黄山市,河北,邢台市,0.553110041
青海,黄南州,河北,保定市,0.852044918
青海,黄南州,河北,保定市,0.422679353
云南,丽江市,河北,廊坊市,0.84194715
河北,衡水市,河北,石家庄市,0.749974083
河南,许昌市,河北,张家口市,0.784835809
陕西,商洛市,河北,衡水市,0.568021819
黑龙江,哈尔滨市,河北,唐山市,0.123518723
四川,成都市,河北,沧州市,0.8276179
安徽,六安市,河北,沧州市,0.694471167
广东,清远市,河北,邢台市,0.272480475
广东,阳江市,河北,沧州市,0.344750264
浙江,嘉兴市,河北,衡水市,0.814686048
湖南,湘潭市,河北,张家口市,0.757430494
北京,延庆区,河北,邢台市,0.670009049
安徽,亳州市,河北,唐山市,0.268462769
广西,贵港市,河北,唐山市,0.632665916
海南,保亭县,河北,唐山市,0.837450053
上海,普陀区,河北,承德市,0.761584436
上海,杨浦区,河北,秦皇岛市,0.561246607
上海,青浦区,河北,石家庄市,0.013804631
内蒙古,乌海市,河北,承德市,0.885705077
广西,河池市,河北,唐山市,0.072498501
江西,景德镇市,河北,保定市,0.396917097
重庆,武隆区,河北,秦皇岛市,0.413896858
四川,雅安市,河北,衡水市,0.481648341
天津,河西区,河北,唐山市,0.762257904
湖北,咸宁市,河北,承德市,0.922063835
重庆,城口县,河北,承德市,0.4127221
广东,深圳市,河北,石家庄市,0.286248628
江苏,淮安市,河北,保定市,0.12447199
云南,昆明市,河北,秦皇岛市,0.721318288
北京,昌平区,河北,廊坊市,0.490249002
湖北,潜江市,河北,石家庄市,0.521232799
内蒙古,鄂尔多斯市,河北,邢台市,0.299531955
海南,琼海市,河北,石家庄市,0.854624386
甘肃,甘南州,河北,保定市,0.795624401
内蒙古,呼伦贝尔市,河北,邢台市,0.132887261
江西,九江市,河北,张家口市,0.974222892
福建,福州市,河北,衡水市,0.229364647
重庆,酉阳县,河北,廊坊市,0.61234368
黑龙江,佳木斯市,河北,衡水市,0.799872502
江西,景德镇市,河北,廊坊市,0.297957997
河南,信阳市,河北,邯郸市,0.593615557
重庆,沙坪坝区,河北,保定市,0.871642458
重庆,铜梁区,河北,唐山市,0.213711309
新疆,阿拉尔市,河北,石家庄市,0.564015302
陕西,宝鸡市,河北,秦皇岛市,0.849623362
内蒙古,巴彦淖尔市,河北,沧州市,0.436556045
吉林,长春市,河北,廊坊市,0.791294117
四川,眉山市,河北,张家口市,0.450721507
河南,开封市,河北,张家口市,0.189042354
甘肃,酒泉市,河北,廊坊市,0.648167041
甘肃,酒泉市,河北,沧州市,0.494765498
四川,广安市,河北,沧州市,0.853920611
安徽,蚌埠市,河北,衡水市,0.545498952
广西,北海市,河北,秦皇岛市,0.912170948
天津,津南区,河北,邢台市,0.856751417
海南,陵水县,河北,衡水市,0.982180748
广东,佛山市,河北,廊坊市,0.114496242
重庆,奉节县,河北,沧州市,0.930805371
吉林,白山市,河北,衡水市,0.184724479
天津,和平区,河北,张家口市,0.475002363
重庆,大足区,河北,衡水市,0.781507928
山东,泰安市,河北,唐山市,0.731752369
湖北,咸宁市,河北,张家口市,0.965479002
辽宁,本溪市,河北,唐山市,0.005607653
黑龙江,伊春市,河北,沧州市,0.137978557
上海,普陀区,河北,张家口市,0.715318011
上海,闵行区,河北,邢台市,0.260038176
四川,德阳市,河北,邯郸市,0.422650096
湖南,益阳市,河北,邯郸市,0.743307727
重庆,丰都县,河北,唐山市,0.404480977
重庆,巫溪县,河北,衡水市,0.221072408
内蒙古,乌兰察布市,河北,邯郸市,0.283681283
河南,焦作市,河北,保定市,0.699277763
河南,鹤壁市,河北,张家口市,0.199756447
海南,昌江县,河北,邢台市,0.734355403
福建,莆田市,河北,秦皇岛市,0.34449943
新疆,阿克苏地区,河北,衡水市,0.514979298
河南,南阳市,河北,石家庄市,0.319129364
重庆,奉节县,河北,邢台市,0.631146907
天津,蓟州区,河北,邢台市,0.951651552
新疆,巴音郭楞州,河北,保定市,0.316442849
甘肃,兰州市,河北,保定市,0.27258287
甘肃,武威市,河北,石家庄市,0.841730279
重庆,沙坪坝区,河北,秦皇岛市,0.545798701
黑龙江,佳木斯市,河北,沧州市,0.886979339
上海,虹口区,河北,邢台市,0.87684451
重庆,綦江区,河北,邢台市,0.225336173
河南,许昌市,河北,张家口市,0.173345083
黑龙江,哈尔滨市,河北,邯郸市,0.814409444
上海,长宁区,河北,邯郸市,0.743038354
北京,朝阳区,河北,秦皇岛市,0.632993021
吉林,延边州,河北,廊坊市,0.79705482
山东,青岛市,河北,邢台市,0.975822082
广东,韶关市,河北,唐山市,0.439184406
广西,北海市,河北,沧州市,0.371671799
辽宁,锦州市,河北,承德市,0.289724048
重庆,城口县,河北,邯郸市,0.80268087
上海,闵行区,河北,廊坊市,0.293376135
四川,德阳市,河北,张家口市,0.119800318
宁夏,石嘴山市,河北,衡水市,0.250342091
湖北,荆州市,河北,邯郸市,0.572805939
辽宁,抚顺市,河北,保定市,0.141984281
上海,黄浦区,河北,沧州市,0.487002533
安徽,黄山市,河北,石家庄市,0.626260434
广东,广州市,河北,衡水市,0.320742071
海南,海口市,河北,承德市,0.891419406
云南,怒江州,河北,唐山市,0.895323422
江西,萍乡市,河北,张家口市,0.056455785
海南,陵水县,河北,保定市,0.061961908
